Customer ID,Last_Purchase,Frequency,Monetary,Recency,Avg_Order_Value,Purchase_Regularity_Std,Return_Rate,Product_Diversity,Best_Quarter,Weekend_Purchase_Ratio,Peak_Hour_Segment,Segment,Weighted_RFM
13181,2010-11-23 15:05:00,1,359.69,381,359.69,0.0,0.0,19,4,0.0,Afternoon,Lost,1.7
13182,2011-10-25 13:46:00,1,121.18,45,121.18,0.0,0.0,11,4,0.0,Afternoon,Recent_Customers,1.9
13183,2011-12-02 10:30:00,15,7036.18,7,469.07866666666683,16.388819560706825,0.1667,64,3,0.2564102564102564,Afternoon,Champions,5.0
13184,2011-11-25 12:02:00,10,1701.29,14,170.12899999999996,35.84490400122649,0.1667,138,2,0.0,Afternoon,Champions,4.6
13185,2011-03-17 11:56:00,1,71.4,267,71.4,0.0,0.0,1,1,0.0,Morning,Lost,1.2999999999999998
13186,2011-10-31 11:40:00,3,1575.89,39,525.2966666666667,13.435028842544403,0.4,69,3,0.0,Morning,Loyal_Customers,3.6999999999999997
13187,2011-01-06 18:57:00,4,367.01,337,91.7525,0.0,0.2,51,1,0.0,Evening,At_Risk,2.3
13188,2011-11-28 15:28:00,1,114.60000000000001,11,114.60000000000001,0.0,0.0,2,4,0.0,Afternoon,Recent_Customers,2.2
13189,2011-11-21 10:39:00,2,260.68,18,130.34,0.0,0.0,29,4,0.0,Afternoon,Recent_Customers,2.5
13190,2010-06-13 15:47:00,3,570.66,544,190.22,55.154328932550705,0.25,16,1,0.7647058823529411,Afternoon,At_Risk,2.0
13191,2010-02-19 17:02:00,1,164.69,658,164.69,0.0,0.0,58,1,0.0,Evening,Lost,1.0
13192,2011-09-05 14:13:00,6,2558.58,95,426.4299999999999,123.613308345016,0.25,135,2,0.0,Morning,Loyal_Customers,3.6999999999999997
13193,2011-10-09 14:30:00,1,117.88,61,117.88,0.0,0.0,22,4,1.0,Afternoon,Hibernating,1.6
13194,2011-07-27 09:01:00,2,472.78,135,236.39,0.0,0.0,10,4,0.0,Morning,Hibernating,2.3
13195,2010-10-21 13:07:00,1,172.38,414,172.38,0.0,0.0,43,4,0.0,Afternoon,Lost,1.0
13196,2011-11-28 13:54:00,7,3068.84,11,438.4057142857143,61.568660859239095,0.125,141,3,0.0,Afternoon,Champions,4.7
13197,2010-04-09 09:14:00,1,373.01000000000005,609,373.01000000000005,0.0,0.0,19,2,0.0,Morning,Lost,1.4
13198,2011-11-29 15:17:00,8,4974.2300000000005,10,621.77875,31.245571114731035,0.3333,265,4,0.0,Afternoon,Champions,4.7
13199,2011-12-06 12:30:00,67,16432.89,3,245.26701492537313,9.527795973040988,0.029,61,4,0.014492753623188406,Afternoon,Champions,5.0
13200,2011-11-20 15:35:00,4,870.09,19,217.5225,29.160475533388226,0.0,42,3,0.043478260869565216,Afternoon,Loyal_Customers,3.6
13201,2010-07-25 14:30:00,4,1240.6100000000001,502,310.15250000000003,30.534133905079628,0.0,65,3,0.29545454545454547,Afternoon,At_Risk,2.4000000000000004
13202,2010-11-10 16:24:00,7,1580.3,394,225.75714285714284,27.121946832777326,0.125,55,2,0.13043478260869565,Afternoon,At_Risk,3.4
13203,2011-11-30 10:45:00,10,2648.25,9,264.825,39.098522279549705,0.0909,158,4,0.14201183431952663,Afternoon,Champions,4.6
13204,2009-12-08 14:56:00,1,966.6600000000001,731,966.6600000000001,0.0,0.0,57,4,0.0,Afternoon,Cannot_Lose_Them,1.8000000000000003
13205,2010-09-22 16:26:00,1,2803.2,443,2803.2,0.0,0.0,1,3,0.0,Afternoon,Cannot_Lose_Them,2.2
13206,2010-11-04 16:50:00,13,8377.32,400,644.4092307692307,29.522256627223403,0.1333,393,1,0.025817555938037865,Afternoon,At_Risk,4.1
13207,2011-11-24 14:52:00,4,535.86,15,133.965,89.28605714219886,0.0,10,3,0.0,Afternoon,Loyal_Customers,3.2
13208,2011-10-12 09:54:00,9,1988.5,58,220.94444444444446,63.402906648107006,0.1,198,2,0.0,Afternoon,Champions,4.300000000000001
13209,2011-11-09 13:54:00,13,8509.51,30,654.5776923076924,45.196361702144905,0.1875,284,2,0.08743169398907104,Morning,Champions,4.7
13210,2011-09-07 08:18:00,1,353.48,93,353.48,0.0,0.0,22,3,0.0,Morning,Hibernating,2.0
13211,2011-11-29 14:43:00,10,2729.32,10,272.93199999999996,78.9718530327646,0.1667,98,4,0.5048543689320388,Afternoon,Champions,4.6
13212,2011-11-20 12:40:00,3,788.08,19,262.6933333333333,0.0,0.25,128,4,1.0,Afternoon,Loyal_Customers,3.6
13213,2011-10-14 11:42:00,11,3851.52,56,350.13818181818186,54.05655474696025,0.2143,181,4,0.16666666666666666,Afternoon,Champions,4.7
13214,2010-10-18 10:00:00,7,3264.23,417,466.31857142857143,13.437509689918986,0.0,207,1,0.034934497816593885,Afternoon,At_Risk,3.5
13215,2010-11-02 18:26:00,1,81.6,402,81.6,0.0,0.0,1,4,0.0,Evening,Lost,1.2999999999999998
13216,2011-03-17 12:18:00,1,333.74,267,333.74,0.0,0.0,5,1,0.0,Afternoon,Lost,1.7
13217,2011-08-09 15:32:00,4,666.48,122,166.62,278.39779692614906,0.3333,3,3,0.4,Afternoon,Loyal_Customers,3.0
13218,2011-08-04 16:59:00,1,62.63999999999999,127,62.63999999999999,0.0,0.0,5,3,0.0,Afternoon,Hibernating,1.6
13219,2010-03-31 14:18:00,1,76.23,618,76.23,0.0,0.0,11,1,0.0,Afternoon,Lost,1.0
13220,2011-09-22 13:38:00,5,1336.0900000000001,78,267.21799999999996,148.39446305932935,0.0,46,2,0.018867924528301886,Morning,Loyal_Customers,3.6999999999999997
13221,2011-04-13 16:58:00,2,847.41,240,423.70500000000004,0.0,0.0,62,4,0.0,Afternoon,Cannot_Lose_Them,2.4000000000000004
13222,2010-05-11 13:54:00,1,88.5,577,88.5,0.0,0.0,1,2,0.0,Afternoon,Lost,1.0
13223,2011-05-23 13:03:00,6,969.1200000000001,200,161.52,62.9880941130941,0.0,8,2,0.3076923076923077,Afternoon,At_Risk,3.0
13224,2011-10-10 14:55:00,2,2155.95,60,1077.975,0.0,0.3333,101,3,0.0,Afternoon,Potential_Loyalists,3.1
13225,2011-12-06 13:29:00,16,16260.07,3,1016.254375,22.46230052899625,0.0588,60,4,0.152,Afternoon,Champions,5.0
13226,2011-03-11 14:35:00,2,312.46,273,156.23000000000002,0.0,0.0,28,4,0.0,Afternoon,Lost,2.0
13227,2011-05-22 11:47:00,1,257.7,201,257.7,0.0,0.0,9,2,1.0,Morning,Lost,1.2999999999999998
13228,2011-09-19 14:28:00,1,358.0,81,358.0,0.0,0.0,2,3,0.0,Afternoon,Hibernating,2.0
13229,2011-04-28 12:07:00,1,160.95,225,160.95,0.0,0.0,10,2,0.0,Afternoon,Lost,1.2999999999999998
13230,2011-12-05 16:03:00,30,6360.78,4,212.02599999999998,22.258313945187755,0.0323,653,2,0.4279312920089619,Afternoon,Champions,5.0
13232,2011-11-27 10:39:00,7,1357.6,12,193.94285714285715,31.098231460968968,0.0,147,2,0.6280193236714976,Afternoon,Champions,4.300000000000001
13233,2011-09-26 13:25:00,4,1176.46,74,294.115,106.40175437150148,0.0,74,1,0.0,Afternoon,Loyal_Customers,3.0
13234,2010-02-05 11:41:00,2,356.95,672,178.475,0.0,0.0,56,4,0.0,Afternoon,Lost,1.7
13235,2011-05-11 17:13:00,1,1031.07,212,1031.07,0.0,0.5,53,2,0.0,Evening,Cannot_Lose_Them,2.1
13236,2011-11-15 12:50:00,2,744.85,24,372.425,0.0,0.3333,34,3,0.0,Morning,Recent_Customers,3.0
13237,2010-11-17 10:07:00,1,643.0,387,643.0,0.0,0.0,24,4,0.0,Morning,Cannot_Lose_Them,2.1
13238,2011-11-22 15:37:00,6,1006.63,17,167.77166666666668,76.28761367351845,0.1429,24,4,0.0,Afternoon,Loyal_Customers,3.9000000000000004
13239,2011-03-23 10:25:00,5,1594.69,261,318.938,80.48343514868965,0.1667,86,3,0.17204301075268819,Morning,At_Risk,3.4
13240,2011-09-04 14:08:00,8,1738.52,96,217.315,52.28256560906959,0.1111,160,4,0.7142857142857143,Afternoon,Loyal_Customers,3.6999999999999997
13241,2010-10-24 11:17:00,1,115.58,411,115.58,0.0,0.0,40,4,1.0,Morning,Lost,1.0
13242,2011-08-19 12:53:00,7,699.4,112,99.91428571428571,79.89806005154318,0.0,19,3,0.2571428571428571,Afternoon,Loyal_Customers,3.3
13243,2011-05-20 13:14:00,5,1278.04,203,255.608,45.254833995939045,0.0,165,2,0.0,Afternoon,At_Risk,3.4
13244,2011-09-08 11:46:00,1,121.74000000000001,92,121.74000000000001,0.0,0.0,27,3,0.0,Morning,Hibernating,1.6
13245,2011-10-20 11:40:00,2,989.22,50,494.61,0.0,0.0,43,4,0.6444444444444445,Afternoon,Recent_Customers,3.0
13246,2011-11-21 16:50:00,11,3387.43,18,307.9481818181818,45.90582146574054,0.2143,229,1,0.0633245382585752,Afternoon,Champions,5.0
13247,2011-11-22 10:59:00,4,501.12,17,125.28,14.46835627614047,0.0,18,3,0.56,Morning,Loyal_Customers,3.2
13248,2011-08-07 12:40:00,2,465.68,124,232.83999999999997,0.0,0.0,25,2,0.19230769230769232,Afternoon,Hibernating,2.3
13249,2011-09-08 13:26:00,9,1608.93,92,178.77000000000004,55.275931212676745,0.0,21,3,0.11428571428571428,Afternoon,Loyal_Customers,4.0
13250,2010-09-05 11:33:00,2,256.04,460,128.01999999999998,0.0,0.3333,17,3,1.0,Afternoon,Lost,1.2999999999999998
13251,2010-11-02 13:20:00,1,252.68,402,252.68,0.0,0.0,25,4,0.0,Afternoon,Lost,1.2999999999999998
13252,2010-11-10 16:00:00,2,399.3,394,199.64999999999998,0.0,0.3333,19,1,0.0,Morning,Lost,2.0
13253,2011-07-06 10:09:00,4,2951.11,156,737.7775,91.00183148340112,0.0,73,1,0.0,Afternoon,Loyal_Customers,3.4
13254,2010-11-28 15:42:00,1,51.410000000000004,376,51.410000000000004,0.0,0.0,4,4,1.0,Afternoon,Lost,1.2999999999999998
13255,2011-11-30 13:14:00,3,904.46,9,301.4866666666667,159.0990257669732,0.25,26,4,0.0,Afternoon,Loyal_Customers,3.6
13257,2010-09-29 14:58:00,1,149.75,436,149.75,0.0,0.6667,7,3,0.0,Afternoon,Lost,1.0
13258,2011-11-28 09:31:00,5,1035.18,11,207.036,93.37156954876575,0.0,29,4,0.0,Afternoon,Loyal_Customers,3.9000000000000004
13259,2011-10-09 10:48:00,9,1433.38,61,159.26444444444442,128.31276891512655,0.0,234,4,0.9753086419753086,Morning,Loyal_Customers,4.0
13260,2011-10-09 13:21:00,1,557.62,61,557.62,0.0,0.0,8,4,1.0,Afternoon,Hibernating,2.0
13261,2011-03-16 12:22:00,2,944.1,268,472.05,0.0,0.0,8,1,0.8888888888888888,Morning,Cannot_Lose_Them,2.4000000000000004
13262,2011-03-21 15:06:00,3,573.45,263,191.14999999999998,60.10407640085654,0.0,48,2,0.52,Afternoon,At_Risk,2.3
13263,2011-12-08 13:59:00,39,8704.69,1,223.1971794871795,12.94481571781746,0.0,507,4,0.057291666666666664,Afternoon,Champions,5.0
13264,2010-09-23 12:42:00,1,722.5600000000001,442,722.5600000000001,0.0,0.0,38,3,0.0,Afternoon,Cannot_Lose_Them,1.8000000000000003
13265,2011-10-17 15:02:00,5,2107.66,53,421.53200000000004,30.430248109405877,0.0,66,2,0.0,Morning,Champions,4.0
13266,2011-11-28 14:39:00,19,6135.04,11,322.8968421052632,36.825902009638945,0.3667,154,2,0.05537459283387622,Morning,Champions,5.0
13267,2011-12-07 11:12:00,36,9758.26,2,271.0627777777778,19.466736915925228,0.28,152,4,0.06572769953051644,Morning,Champions,5.0
13268,2011-11-22 11:51:00,11,3214.69,17,292.2445454545454,24.324770182767285,0.2667,257,1,0.0,Morning,Champions,5.0
13269,2011-12-08 14:53:00,28,8891.7,1,317.5607142857143,27.485115589121474,0.0667,238,4,0.28256513026052105,Afternoon,Champions,5.0
13270,2010-12-08 14:53:00,1,1180.0,366,1180.0,0.0,0.0,1,4,0.0,Afternoon,Cannot_Lose_Them,2.1
13271,2011-11-02 14:31:00,1,217.38,37,217.38,0.0,0.5,79,4,0.0,Afternoon,Recent_Customers,1.9
13272,2011-11-08 14:00:00,2,276.56,31,138.28,0.0,0.0,15,3,0.5333333333333333,Afternoon,Recent_Customers,2.1999999999999997
13273,2011-08-18 14:02:00,1,138.98,113,138.98,0.0,0.0,16,3,0.0,Afternoon,Hibernating,1.6
13274,2010-10-26 13:48:00,1,360.85,409,360.85,0.0,0.0,19,4,0.0,Afternoon,Lost,1.7
13275,2010-11-21 12:09:00,2,241.66,383,120.83,0.0,0.0,48,1,0.08,Afternoon,Lost,1.6
13276,2011-10-07 12:44:00,5,1939.26,63,387.852,110.9275288946196,0.2857,209,4,0.8795180722891566,Afternoon,Loyal_Customers,3.6999999999999997
13277,2011-11-24 09:21:00,7,523.3,15,74.75714285714285,85.7640173188422,0.0,10,3,0.0,Afternoon,Loyal_Customers,3.5
13278,2011-10-30 11:49:00,4,1435.85,40,358.9625,148.5631178994302,0.2,80,4,0.42592592592592593,Morning,Loyal_Customers,3.6999999999999997
13279,2011-09-22 17:24:00,1,137.75,78,137.75,0.0,0.5,9,3,0.0,Evening,Hibernating,1.6
13280,2011-08-09 13:14:00,7,2322.63,122,331.80428571428575,92.73780243244931,0.125,159,1,0.0,Afternoon,Loyal_Customers,3.6999999999999997
13281,2010-09-26 16:03:00,1,350.85,439,350.85,0.0,0.6667,22,3,1.0,Afternoon,Lost,1.4
13282,2011-11-21 15:33:00,4,1313.19,18,328.2975,65.24824390995771,0.4286,42,2,0.0,Afternoon,Loyal_Customers,4.0
13283,2011-10-11 09:50:00,4,373.36,59,93.34,165.24022916146458,0.0,19,2,0.0,Afternoon,Loyal_Customers,2.5999999999999996
13284,2011-01-13 09:23:00,1,201.19,330,201.19,0.0,0.5,13,1,0.0,Morning,Lost,1.2999999999999998
13285,2011-11-16 13:19:00,6,3364.59,23,560.765,113.79894551356792,0.0,182,1,0.09956709956709957,Afternoon,Champions,4.4
13286,2010-04-18 15:35:00,1,734.91,600,734.91,0.0,0.0,46,2,1.0,Afternoon,Cannot_Lose_Them,1.8000000000000003
13287,2010-04-15 15:26:00,3,781.59,603,260.53,0.7071067811865476,0.5714,46,1,0.0,Afternoon,At_Risk,2.4000000000000004
13288,2010-09-22 16:32:00,5,927.61,443,185.522,56.758993413672634,0.1667,7,1,0.1,Afternoon,At_Risk,2.7
13289,2009-12-16 11:53:00,1,307.95,723,307.95,0.0,0.0,16,4,0.0,Morning,Lost,1.4
13290,2010-09-27 16:29:00,1,208.63,438,208.63,0.0,0.6667,1,3,0.0,Afternoon,Lost,1.0
13291,2011-07-07 10:36:00,11,3320.84,155,301.8945454545455,74.40049282990896,0.0,155,3,0.0,Evening,Loyal_Customers,4.4
13292,2011-11-01 10:04:00,5,994.51,38,198.90200000000002,92.0253588238952,0.1667,55,4,0.0,Afternoon,Loyal_Customers,3.6
13293,2010-11-12 13:28:00,6,1192.94,392,198.82333333333335,47.82990696206715,0.1429,51,1,0.06944444444444445,Afternoon,At_Risk,3.0
13294,2011-06-03 08:54:00,3,1689.53,189,563.1766666666666,238.2949852598665,0.0,93,2,0.0,Afternoon,Loyal_Customers,3.4
13295,2010-12-15 11:21:00,4,1101.97,359,275.4925,80.7547728207648,0.5556,56,4,0.5522388059701493,Morning,At_Risk,2.7
13296,2011-07-25 13:46:00,6,792.51,137,132.085,111.66915420114903,0.0,50,3,0.0,Afternoon,Loyal_Customers,3.3
13297,2011-12-02 09:32:00,7,4368.62,7,624.0885714285713,124.33824833895642,0.125,108,4,0.0,Afternoon,Champions,4.7
13298,2011-12-08 13:11:00,1,360.0,1,360.0,0.0,0.0,2,4,0.0,Afternoon,Recent_Customers,2.6
13299,2011-03-16 12:55:00,3,1218.7,268,406.23333333333335,35.35533905932738,0.4,56,4,0.0,Morning,At_Risk,2.7
13300,2011-06-23 13:09:00,3,1285.51,169,428.50333333333333,23.33452377915607,0.4,44,2,0.0,Afternoon,Loyal_Customers,3.4
13301,2011-08-28 11:25:00,4,618.09,103,154.52249999999998,7.54983443527075,0.0,75,3,0.7037037037037037,Afternoon,Loyal_Customers,2.5999999999999996
13302,2011-07-07 17:56:00,2,159.2,155,79.6,0.0,0.0,3,3,0.0,Afternoon,Hibernating,1.9
13303,2010-11-04 14:55:00,1,61.72,400,61.72,0.0,0.0,4,4,0.0,Afternoon,Lost,1.2999999999999998
13304,2010-12-23 14:35:00,4,1217.99,351,304.49750000000006,16.09347693943108,0.4286,59,2,0.0,Afternoon,At_Risk,2.7
13305,2011-12-05 15:15:00,16,3754.71,4,234.669375,38.192494899740005,0.0,153,3,0.043689320388349516,Afternoon,Champions,5.0
13306,2010-10-05 14:55:00,1,53.65,430,53.65,0.0,0.0,4,4,0.0,Afternoon,Lost,1.0
13307,2011-08-11 17:14:00,3,273.34,120,91.11333333333334,185.26197667087544,0.0,15,2,0.0,Afternoon,Loyal_Customers,2.1999999999999997
13308,2011-11-17 09:31:00,4,1670.3700000000001,22,417.5925,184.83055302988555,0.2,65,2,0.0,Afternoon,Loyal_Customers,3.6999999999999997
13309,2011-12-02 16:34:00,6,1706.3700000000001,7,284.395,35.4682957019364,0.0,95,4,0.0,Afternoon,Champions,4.300000000000001
13310,2011-11-11 17:23:00,5,1541.2,28,308.24000000000007,68.94200461257273,0.375,80,4,0.0,Afternoon,Champions,4.0
13311,2011-12-05 12:55:00,2,598.57,4,299.285,0.0,0.0,25,3,0.0,Afternoon,Recent_Customers,2.9000000000000004
13312,2010-09-14 14:36:00,1,124.75,451,124.75,0.0,0.0,5,3,0.0,Afternoon,Lost,1.0
13313,2011-11-17 16:48:00,12,3445.32,22,287.11,40.69466249467558,0.2,105,4,0.0748663101604278,Afternoon,Champions,4.7
13314,2011-12-08 12:29:00,3,775.94,1,258.6466666666667,36.76955262170047,0.25,55,3,0.0,Morning,Loyal_Customers,3.6
13315,2010-01-19 15:34:00,1,310.26,689,310.26,0.0,0.0,22,1,0.0,Afternoon,Lost,1.4
13316,2011-11-02 13:40:00,10,13191.57,37,1319.157,56.54521298139314,0.1667,115,3,0.21714285714285714,Afternoon,Champions,4.7
13317,2011-10-04 13:35:00,19,6486.091,66,341.3732105263158,38.68582953218667,0.3871,222,4,0.11627906976744186,Afternoon,Loyal_Customers,4.4
13318,2011-12-08 18:51:00,3,640.76,1,213.58666666666667,19.79898987322333,0.0,14,4,0.15,Afternoon,Loyal_Customers,3.6
13319,2011-12-04 13:34:00,58,22082.5,5,380.73275862068965,9.855090411434277,0.2564,345,4,0.05759162303664921,Afternoon,Champions,5.0
13320,2011-09-22 18:07:00,6,2228.1,78,371.34999999999997,87.57853618324526,0.3333,98,3,0.0,Morning,Loyal_Customers,3.6999999999999997
13321,2011-09-28 15:24:00,2,567.36,72,283.68,0.0,0.0,10,3,0.0,Afternoon,Hibernating,2.3
13322,2011-11-22 14:21:00,1,199.48000000000002,17,199.48000000000002,0.0,0.0,25,4,0.0,Afternoon,Recent_Customers,2.2
13323,2011-12-06 17:12:00,5,787.85,3,157.57,21.437894797142125,0.0,6,4,0.0,Afternoon,Loyal_Customers,3.9000000000000004
13324,2011-11-03 16:28:00,18,10513.47,36,584.0816666666667,29.874586341753904,0.2174,36,3,0.20454545454545456,Afternoon,Champions,4.7
13325,2011-09-19 10:36:00,1,675.3,81,675.3,0.0,0.0,12,3,0.0,Morning,Potential_Loyalists,2.4000000000000004
13326,2010-10-03 16:00:00,1,281.76,432,281.76,0.0,0.0,13,4,1.0,Afternoon,Lost,1.0
13327,2011-11-01 10:21:00,20,9879.48,38,493.974,19.998447652173706,0.0909,175,4,0.1023391812865497,Afternoon,Champions,4.7
13328,2011-01-27 15:22:00,1,1308.48,316,1308.48,0.0,0.0,17,1,0.0,Afternoon,Cannot_Lose_Them,2.5
13329,2011-11-08 10:29:00,8,5112.97,31,639.1212499999999,138.3173886393175,0.4286,68,4,0.0,Afternoon,Champions,4.4
13330,2011-09-08 12:27:00,6,2806.18,92,467.69666666666666,22.36738697300156,0.0,80,2,0.15254237288135594,Afternoon,Loyal_Customers,3.6999999999999997
13331,2010-11-03 08:04:00,1,262.4,401,262.4,0.0,0.0,12,4,0.0,Morning,Lost,1.2999999999999998
13332,2011-11-25 13:30:00,1,350.9,14,350.9,0.0,0.0,21,4,0.0,Afternoon,Recent_Customers,2.6
13333,2010-10-24 13:24:00,3,1015.74,411,338.58000000000004,109.60155108391487,0.0,54,3,0.10909090909090909,Morning,At_Risk,2.4000000000000004
13334,2011-09-18 15:21:00,5,6263.75,82,1252.75,59.10724715859018,0.1667,307,1,0.11041666666666666,Afternoon,Loyal_Customers,4.1
13336,2011-09-23 14:05:00,1,795.12,77,795.12,0.0,0.0,51,3,0.0,Afternoon,Potential_Loyalists,2.4000000000000004
13337,2010-06-11 13:27:00,1,1575.26,546,1575.26,0.0,0.5,87,2,0.0,Afternoon,Cannot_Lose_Them,2.2
13338,2011-07-05 09:06:00,4,2445.62,157,611.405,185.59903016987994,0.6,113,2,0.0,Morning,Loyal_Customers,3.4
13339,2011-05-23 08:31:00,1,860.12,200,860.12,0.0,0.0,54,2,0.0,Morning,Cannot_Lose_Them,2.1
13340,2011-10-25 13:15:00,12,22100.56,45,1841.7133333333334,50.37218620287532,0.0,190,1,0.11627906976744186,Afternoon,Champions,4.7
13341,2011-03-24 09:50:00,1,775.85,260,775.85,0.0,0.0,42,1,0.0,Morning,Cannot_Lose_Them,2.1
13343,2011-06-15 12:24:00,1,353.43,177,353.43,0.0,0.5,19,2,0.0,Afternoon,Hibernating,2.0
13344,2011-10-03 09:45:00,3,2543.72,67,847.9066666666668,0.0,0.0,115,1,0.0,Morning,Loyal_Customers,3.4
13345,2011-02-25 09:01:00,1,389.5,287,389.5,0.0,0.5,20,1,0.0,Morning,Lost,1.7
13346,2010-09-03 11:41:00,6,299.4,462,49.900000000000006,7.767453465154029,0.0,4,2,0.0,Afternoon,At_Risk,2.3
13347,2011-09-30 13:28:00,1,341.36,70,341.36,0.0,0.0,8,3,0.0,Afternoon,Hibernating,2.0
13348,2011-10-06 17:28:00,1,233.76,64,233.76,0.0,0.0,14,4,0.0,Evening,Hibernating,1.6
13349,2011-11-29 08:07:00,1,247.32,10,247.32,0.0,0.0,16,4,0.0,Morning,Recent_Customers,2.2
13350,2011-11-23 16:33:00,2,979.12,16,489.56000000000006,0.0,0.3333,36,3,0.0,Afternoon,Recent_Customers,3.3000000000000003
13351,2011-10-04 12:55:00,1,373.94,66,373.94,0.0,0.0,16,4,0.0,Afternoon,Hibernating,2.0
13352,2011-10-10 13:55:00,1,397.97999999999996,60,397.97999999999996,0.0,0.5,24,4,0.0,Afternoon,Hibernating,2.0
13354,2011-09-29 13:17:00,1,743.53,71,743.53,0.0,0.0,51,3,0.0,Afternoon,Potential_Loyalists,2.4000000000000004
13355,2011-08-09 14:48:00,1,674.7,122,674.7,0.0,0.0,32,3,0.0,Afternoon,Potential_Loyalists,2.4000000000000004
13356,2011-09-20 14:33:00,1,768.24,80,768.24,0.0,0.0,42,3,0.0,Afternoon,Potential_Loyalists,2.4000000000000004
13357,2011-03-27 13:56:00,5,3838.36,257,767.6719999999999,98.43949072061137,0.0,284,1,0.22556390977443608,Afternoon,At_Risk,3.8
13358,2011-03-16 11:52:00,1,439.03,268,439.03,0.0,0.0,29,1,0.0,Morning,Lost,1.7
13359,2011-10-07 09:30:00,2,1043.31,63,521.655,0.0,0.5,52,4,0.0,Afternoon,Potential_Loyalists,2.7
13360,2010-10-04 12:37:00,4,1553.65,431,388.41249999999997,112.07289294621306,0.4286,58,1,0.0,Afternoon,At_Risk,2.8
13361,2010-08-24 14:56:00,2,1450.5,472,725.25,0.0,0.0,29,2,0.0,Morning,Cannot_Lose_Them,2.5
13362,2011-11-30 14:41:00,7,5394.07,9,770.5814285714285,65.52149774437903,0.3,186,4,0.17114093959731544,Morning,Champions,4.7
13363,2011-11-22 12:40:00,3,1723.86,17,574.62,240.41630560342617,0.0,78,4,0.0,Morning,Loyal_Customers,4.0
13364,2011-09-29 18:13:00,1,134.95999999999998,71,134.95999999999998,0.0,0.5,10,3,0.0,Evening,Hibernating,1.6
13365,2011-11-06 12:36:00,2,2225.37,33,1112.685,0.0,0.5,122,4,0.6953125,Afternoon,Recent_Customers,3.4
13366,2011-10-20 13:37:00,1,56.160000000000004,50,56.160000000000004,0.0,0.0,1,4,0.0,Afternoon,Recent_Customers,1.9
13367,2010-10-04 10:00:00,1,510.20000000000005,431,510.20000000000005,0.0,0.0,20,4,0.0,Morning,Lost,1.4
13368,2011-03-28 09:59:00,4,1121.5,256,280.375,40.463975747982715,0.2,45,1,0.0,Morning,At_Risk,2.7
13369,2010-12-09 11:30:00,1,616.5600000000001,365,616.5600000000001,0.0,0.5,14,4,0.0,Morning,Lost,1.7
13370,2010-12-03 10:26:00,1,1509.74,371,1509.74,0.0,0.5,39,4,0.0,Morning,Cannot_Lose_Them,2.5
13371,2010-07-22 17:33:00,2,2297.66,505,1148.83,0.0,0.5,75,1,0.0,Afternoon,Cannot_Lose_Them,2.5
13372,2011-09-11 12:46:00,1,378.64,89,378.64,0.0,0.0,23,3,1.0,Afternoon,Hibernating,2.0
13373,2011-10-10 10:51:00,6,7587.1900000000005,60,1264.5316666666668,42.553495743593146,0.0,292,4,0.3128491620111732,Afternoon,Loyal_Customers,4.1
13374,2010-10-21 10:04:00,2,422.8,414,211.4,0.0,0.0,17,3,0.0,Morning,Lost,1.7
13375,2011-09-12 10:19:00,2,1792.23,88,896.115,0.0,0.3333,62,3,0.0,Morning,Potential_Loyalists,3.1
13376,2011-09-01 16:16:00,3,1019.76,99,339.92,51.61879502661797,0.0,45,2,0.0,Afternoon,Loyal_Customers,3.0
13377,2010-11-08 12:20:00,2,1552.88,396,776.44,0.0,0.5,71,1,0.0,Afternoon,Cannot_Lose_Them,2.8
13379,2011-11-13 13:45:00,3,572.56,26,190.85333333333332,18.384776310850235,0.0,85,4,0.865979381443299,Afternoon,Loyal_Customers,2.8999999999999995
13380,2010-10-03 10:18:00,1,62.4,432,62.4,0.0,0.0,3,4,1.0,Morning,Lost,1.0
13381,2011-11-08 11:58:00,12,8224.37,31,685.3641666666666,24.584917771230838,0.2,154,3,0.06460674157303371,Morning,Champions,4.7
13382,2011-03-04 10:03:00,5,1387.58,280,277.51599999999996,74.87489565935968,0.0,74,4,0.0,Morning,At_Risk,3.4
13383,2010-06-14 11:45:00,1,305.28000000000003,543,305.28000000000003,0.0,0.0,1,2,0.0,Morning,Lost,1.4
13384,2011-11-09 11:04:00,11,6680.83,30,607.3481818181818,62.32932250910837,0.2667,192,3,0.07954545454545454,Afternoon,Champions,4.7
13385,2011-01-14 09:52:00,1,534.57,329,534.57,0.0,0.0,35,1,0.0,Morning,Lost,1.7
13386,2010-10-21 12:52:00,2,835.46,414,417.73,0.0,0.0,24,4,0.0,Afternoon,Cannot_Lose_Them,2.1
13387,2010-10-18 14:07:00,1,189.44,417,189.44,0.0,0.0,71,4,0.0,Afternoon,Lost,1.0
13388,2011-07-31 12:52:00,3,1185.65,131,395.21666666666664,0.0,0.25,68,3,0.5072463768115942,Afternoon,Loyal_Customers,3.0
13389,2011-11-28 14:01:00,3,797.96,11,265.9866666666667,67.17514421272202,0.0,50,3,0.0,Afternoon,Loyal_Customers,3.6
13390,2011-09-26 08:38:00,1,544.08,74,544.08,0.0,0.0,13,3,0.0,Morning,Hibernating,2.0
13391,2011-05-20 10:50:00,1,59.8,203,59.8,0.0,0.0,1,2,0.0,Morning,Lost,1.2999999999999998
13392,2010-01-31 13:34:00,1,91.14,677,91.14,0.0,0.0,8,1,1.0,Afternoon,Lost,1.0
