Customer ID,Recency,Frequency,Monetary,R,F,M,RFMscore
13249.0,15317,12,15.83,1,4,4,144
13250.0,15317,19,46.72,1,3,4,134
13251.0,15317,25,38.29,1,3,4,134
13252.0,15317,19,88.95,1,3,3,133
13253.0,15317,39,81.16,1,3,3,133
13254.0,15317,4,10.09,1,4,4,144
13255.0,15317,19,76.3,1,3,3,133
13257.0,15317,7,51.25,1,4,4,144
13258.0,15317,8,17.099999999999998,1,4,4,144
13259.0,15317,232,785.75,1,1,1,111
13262.0,15317,39,158.95,1,3,2,132
13263.0,15317,238,691.84,1,1,1,111
13264.0,15317,38,123.03999999999999,1,3,3,133
13266.0,15317,120,195.48,1,1,2,112
13267.0,15317,215,746.98,1,1,1,111
13269.0,15317,183,447.16,1,1,1,111
13270.0,15317,1,2.95,1,4,4,144
13274.0,15317,19,71.45,1,3,3,133
13275.0,15317,48,102.78,1,2,3,123
13276.0,15317,209,679.99,1,1,1,111
13277.0,15317,15,18.95,1,4,4,144
13278.0,15317,62,117.76,1,2,3,123
13280.0,15317,123,396.8,1,1,1,111
13281.0,15317,22,53.660000000000004,1,3,4,134
13282.0,15317,14,39.6,1,4,4,144
13283.0,15317,13,40.75,1,4,4,144
13285.0,15317,44,140.07999999999998,1,2,2,122
13286.0,15317,49,202.81,1,2,2,122
13287.0,15317,53,161.87,1,2,2,122
13288.0,15317,10,47.88,1,4,4,144
13289.0,15317,16,70.25,1,4,3,143
13290.0,15317,1,208.63,1,4,2,142
13291.0,15317,276,928.29,1,1,1,111
13292.0,15317,28,133.47,1,3,3,133
13293.0,15317,72,243.05,1,2,2,122
13294.0,15317,48,163.34,1,2,2,122
13295.0,15317,57,123.81,1,2,3,123
13296.0,15317,48,87.33,1,2,3,123
13297.0,15317,64,163.56,1,2,2,122
13299.0,15317,57,265.72,1,2,2,122
13300.0,15317,35,173.65,1,3,2,132
13302.0,15317,2,31.7,1,4,4,144
13303.0,15317,4,17.54,1,4,4,144
13304.0,15317,57,208.99,1,2,2,122
13305.0,15317,124,449.03,1,1,1,111
13306.0,15317,4,3.81,1,4,4,144
13307.0,15317,14,44.79,1,4,4,144
13308.0,15317,17,43.6,1,4,4,144
13309.0,15317,23,20.93,1,3,4,134
13310.0,15317,23,74.58,1,3,3,133
13312.0,15317,5,17.85,1,4,4,144
13313.0,15317,109,256.95,1,1,2,112
13315.0,15317,22,43.3,1,3,4,134
13316.0,15317,87,218.66,1,2,2,122
13317.0,15317,220,782.441,1,1,1,111
13319.0,15317,479,1780.78,1,1,1,111
13320.0,15317,44,77.7,1,2,3,123
13324.0,15317,57,191.41,1,2,2,122
13326.0,15317,13,37.89,1,4,4,144
13327.0,15317,234,717.75,1,1,1,111
13329.0,15317,108,255.34,1,1,2,112
13330.0,15317,64,158.62,1,2,2,122
13331.0,15317,12,142.15,1,4,2,142
13333.0,15317,55,136.98,1,2,2,122
13334.0,15317,209,632.04,1,1,1,111
13337.0,15317,87,301.38,1,2,2,122
13338.0,15317,109,559.09,1,1,1,111
13340.0,15317,81,767.74,1,2,1,121
13346.0,15317,6,11.35,1,4,4,144
13357.0,15317,305,980.46,1,1,1,111
13359.0,15317,33,178.45,1,3,2,132
13360.0,15317,66,229.51,1,2,2,122
13361.0,15317,34,150.9,1,3,2,132
13362.0,15317,132,424.4,1,1,1,111
13363.0,15317,42,114.53999999999999,1,3,3,133
13367.0,15317,20,92.2,1,3,3,133
13368.0,15317,23,101.12,1,3,3,133
13369.0,15317,14,91.62,1,4,3,143
13370.0,15317,39,145.39000000000001,1,3,2,132
13371.0,15317,92,368.38,1,2,1,121
13373.0,15317,200,665.06,1,1,1,111
13374.0,15317,17,102.75,1,4,3,143
13375.0,15317,34,107.42,1,3,3,133
13377.0,15317,78,426.28,1,2,1,121
13380.0,15317,3,3.95,1,4,4,144
13381.0,15317,184,531.49,1,1,1,111
13382.0,15317,71,167.2,1,2,2,122
13383.0,15317,1,1.06,1,4,4,144
13384.0,15317,112,344.39,1,1,1,111
13386.0,15317,31,71.14,1,3,3,133
13387.0,15317,71,137.91,1,2,2,122
13388.0,15317,34,126.3,1,3,3,133
13392.0,15317,8,11.57,1,4,4,144
13393.0,15317,69,286.39,1,2,2,122
13394.0,15317,254,625.07,1,1,1,111
13395.0,15317,60,97.24000000000001,1,2,3,123
13397.0,15317,51,256.13,1,2,2,122
13398.0,15317,13,68.55,1,4,3,143
13399.0,15317,15,54.15,1,4,4,144
13400.0,15317,23,45.3,1,3,4,134
13402.0,15317,57,156.13,1,2,2,122
13403.0,15317,6,24.05,1,4,4,144
13405.0,15317,16,65.62,1,4,3,143
13406.0,15317,9,22.189999999999998,1,4,4,144
13407.0,15317,85,213.36,1,2,2,122
13408.0,15317,362,935.922,1,1,1,111
13410.0,15317,22,52.91,1,3,4,134
13412.0,15317,34,163.85,1,3,2,132
13413.0,15317,43,80.98,1,3,3,133
13414.0,15317,31,66.6,1,3,3,133
13415.0,15317,101,254.15,1,1,2,112
13416.0,15317,7,23.450000000000003,1,4,4,144
13417.0,15317,49,183.71,1,2,2,122
13418.0,15317,256,729.48,1,1,1,111
13421.0,15317,163,397.3,1,1,1,111
13423.0,15317,12,26.779999999999998,1,4,4,144
13424.0,15317,40,66.88,1,3,3,133
13425.0,15317,99,250.19,1,2,2,122
13426.0,15317,186,400.2,1,1,1,111
13427.0,15317,23,40.839999999999996,1,3,4,134
13428.0,15317,67,117.23,1,2,3,123
13431.0,15317,83,314.62,1,2,2,122
13432.0,15317,111,253.58,1,1,2,112
13433.0,15317,24,110.97,1,3,3,133
13434.0,15317,25,52.92,1,3,4,134
13435.0,15317,48,118.64,1,2,3,123
13438.0,15317,1,4.65,1,4,4,144
13439.0,15317,113,252.23,1,1,2,112
13440.0,15317,59,190.15,1,2,2,122
13441.0,15317,25,66.01,1,3,3,133
13442.0,15317,38,266.38,1,3,2,132
13443.0,15317,200,572.63,1,1,1,111
13444.0,15317,57,133.9,1,2,3,123
13445.0,15317,7,13.790000000000001,1,4,4,144
13446.0,15317,192,518.77,1,1,1,111
13448.0,15317,357,1445.8700000000001,1,1,1,111
13450.0,15317,76,111.34,1,2,3,123
13451.0,15317,589,1205.59,1,1,1,111
13452.0,15317,1,34.95,1,4,4,144
13453.0,15317,23,73.48,1,3,3,133
13454.0,15317,23,34.19,1,3,4,134
13455.0,15317,98,444.45,1,2,1,121
13457.0,15317,9,14.04,1,4,4,144
13458.0,15317,103,300.68,1,1,2,112
13459.0,15317,73,166.6,1,2,2,122
13461.0,15317,35,69.98,1,3,3,133
13462.0,15317,62,148.48,1,2,2,122
13464.0,15317,110,433.04,1,1,1,111
13465.0,15317,34,78.73,1,3,3,133
13466.0,15317,38,102.67,1,3,3,133
13468.0,15317,425,1794.89,1,1,1,111
13469.0,15317,6,16.2,1,4,4,144
13472.0,15317,28,73.55,1,3,3,133
13473.0,15317,49,219.8,1,2,2,122
13474.0,15317,64,212.79,1,2,2,122
13476.0,15317,48,231.1,1,2,2,122
13477.0,15317,78,193.03,1,2,2,122
13478.0,15317,125,486.28000000000003,1,1,1,111
13479.0,15317,38,76.89,1,3,3,133
13480.0,15317,41,147.18,1,3,2,132
13481.0,15317,115,416.64,1,1,1,111
13482.0,15317,9,27.549999999999997,1,4,4,144
13484.0,15317,31,137.9,1,3,2,132
13485.0,15317,135,486.01,1,1,1,111
13487.0,15317,15,70.27,1,4,3,143
13488.0,15317,302,1056.37,1,1,1,111
13490.0,15317,8,75.25,1,4,3,143
13491.0,15317,182,665.03,1,1,1,111
13495.0,15317,99,205.59,1,2,2,122
13497.0,15317,48,154.78,1,2,2,122
13498.0,15317,17,38.51,1,4,4,144
13500.0,15317,20,66.67,1,3,3,133
13501.0,15317,62,226.38,1,2,2,122
13502.0,15317,15,46.05,1,4,4,144
13503.0,15317,172,548.09,1,1,1,111
13506.0,15317,72,194.29,1,2,2,122
13508.0,15317,16,45.22,1,4,4,144
13509.0,15317,5,6.25,1,4,4,144
13510.0,15317,174,631.05,1,1,1,111
13511.0,15317,5,64.99000000000001,1,4,3,143
13512.0,15317,24,59.66,1,3,3,133
13513.0,15317,30,76.81,1,3,3,133
13514.0,15317,17,86.15,1,4,3,143
13515.0,15317,17,70.26,1,4,3,143
13516.0,15317,17,88.3,1,4,3,143
13519.0,15317,11,32.04,1,4,4,144
13520.0,15317,112,491.16,1,1,1,111
13523.0,15317,59,226.15,1,2,2,122
13526.0,15317,44,45.45,1,2,4,124
13527.0,15317,226,688.3,1,1,1,111
13530.0,15317,18,36.13,1,4,4,144
13531.0,15317,68,312.41,1,2,2,122
13534.0,15317,96,260.27,1,2,2,122
13535.0,15317,1,8.95,1,4,4,144
13537.0,15317,42,136.1,1,3,2,132
13538.0,15317,117,426.47,1,1,1,111
13539.0,15317,49,194.9,1,2,2,122
13540.0,15317,32,177.52,1,3,2,132
13541.0,15317,10,35.019999999999996,1,4,4,144
13542.0,15317,331,1840.8500000000001,1,1,1,111
13543.0,15317,47,216.19,1,2,2,122
13544.0,15317,160,392.53,1,1,1,111
13545.0,15317,54,136.12,1,2,2,122
13546.0,15317,55,129.01,1,2,3,123
13547.0,15317,44,127.78999999999999,1,2,3,123
13548.0,15317,61,164.67000000000002,1,2,2,122
13549.0,15317,8,7.3,1,4,4,144
13550.0,15317,42,73.14,1,3,3,133
13551.0,15317,1,6.35,1,4,4,144
13552.0,15317,98,329.95,1,2,1,121
13553.0,15317,89,312.45,1,2,2,122
13554.0,15317,196,795.67,1,1,1,111
13555.0,15317,262,770.6,1,1,1,111
13556.0,15317,9,18.59,1,4,4,144
13557.0,15317,146,321.68,1,1,1,111
13559.0,15317,2,5.5,1,4,4,144
13561.0,15317,215,488.91,1,1,1,111
13562.0,15317,114,517.68,1,1,1,111
13564.0,15317,1159,3528.99,1,1,1,111
13565.0,15317,22,50.83,1,3,4,134
13566.0,15317,197,332.36,1,1,1,111
13567.0,15317,201,519.23,1,1,1,111
13569.0,15317,123,298.84000000000003,1,1,2,112
13571.0,15317,333,702.7,1,1,1,111
13573.0,15317,62,170.9,1,2,2,122
13574.0,15317,91,197.8,1,2,2,122
13576.0,15317,153,575.24,1,1,1,111
13577.0,15317,85,293.76,1,2,2,122
13578.0,15317,9,17.73,1,4,4,144
13579.0,15317,67,232.66,1,2,2,122
13580.0,15317,5,46.150000000000006,1,4,4,144
13581.0,15317,23,48.39,1,3,4,134
13582.0,15317,11,31.490000000000002,1,4,4,144
13583.0,15317,43,122.081,1,3,3,133
13584.0,15317,56,93.66,1,2,3,123
13585.0,15317,39,58.74,1,3,3,133
13586.0,15317,20,76.79,1,3,3,133
13587.0,15317,22,63.1,1,3,3,133
13589.0,15317,31,227.34,1,3,2,132
13590.0,15317,319,784.75,1,1,1,111
13591.0,15317,43,198.68,1,3,2,132
13593.0,15317,281,1041.38,1,1,1,111
13594.0,15317,7,40.95,1,4,4,144
13595.0,15317,143,435.96,1,1,1,111
13597.0,15317,17,37.910000000000004,1,4,4,144
13598.0,15317,57,142.14,1,2,2,122
13599.0,15317,163,364.7,1,1,1,111
13600.0,15317,22,56.45,1,3,4,134
13601.0,15317,86,221.33,1,2,2,122
13602.0,15317,35,120.52,1,3,3,133
13604.0,15317,21,115.81,1,3,3,133
13605.0,15317,53,102.19,1,2,3,123
13607.0,15317,24,97.34,1,3,3,133
13608.0,15317,34,77.05,1,3,3,133
13609.0,15317,7,92.35,1,4,3,143
13610.0,15317,184,638.92,1,1,1,111
13611.0,15317,154,433.74,1,1,1,111
13612.0,15317,50,169.98,1,2,2,122
13613.0,15317,59,234.35,1,2,2,122
13614.0,15317,69,312.19,1,2,2,122
13615.0,15317,344,1610.63,1,1,1,111
13616.0,15317,35,107.89999999999999,1,3,3,133
13617.0,15317,63,249.06,1,2,2,122
13619.0,15317,45,149.49,1,2,2,122
13620.0,15317,5,12.52,1,4,4,144
13622.0,15317,32,110.73,1,3,3,133
13623.0,15317,206,690.68,1,1,1,111
13624.0,15317,22,61.33,1,3,3,133
13625.0,15317,21,113.71000000000001,1,3,3,133
13626.0,15317,25,123.34,1,3,3,133
13627.0,15317,37,113.89,1,3,3,133
13628.0,15317,16,66.17,1,4,3,143
13629.0,15317,28,47.14,1,3,4,134
13632.0,15317,75,276.94,1,2,2,122
13634.0,15317,260,984.22,1,1,1,111
13635.0,15317,100,222.48,1,2,2,122
13639.0,15317,19,36.47,1,3,4,134
13640.0,15317,4,15.0,1,4,4,144
13641.0,15317,44,152.42000000000002,1,2,2,122
13642.0,15317,48,116.28999999999999,1,2,3,123
13643.0,15317,74,321.11,1,2,1,121
13646.0,15317,58,255.55,1,2,2,122
13647.0,15317,61,198.14000000000001,1,2,2,122
13648.0,15317,106,307.82,1,1,2,112
13649.0,15317,100,375.32,1,2,1,121
13650.0,15317,76,244.4,1,2,2,122
13651.0,15317,8,70.45,1,4,3,143
13652.0,15317,96,244.84,1,2,2,122
13653.0,15317,9,25.05,1,4,4,144
13654.0,15317,163,334.65,1,1,1,111
13655.0,15317,63,213.85,1,2,2,122
13656.0,15317,38,109.91,1,3,3,133
13658.0,15317,129,574.03,1,1,1,111
13659.0,15317,171,679.31,1,1,1,111
13660.0,15317,40,197.22,1,3,2,132
13661.0,15317,17,68.77,1,4,3,143
13662.0,15317,84,366.99,1,2,1,121
13663.0,15317,86,320.98,1,2,1,121
13665.0,15317,106,215.0,1,1,2,112
13666.0,15317,7,29.25,1,4,4,144
13668.0,15317,293,1191.59,1,1,1,111
13669.0,15317,5,6.25,1,4,4,144
13671.0,15317,64,123.65,1,2,3,123
13672.0,15317,12,40.89,1,4,4,144
13674.0,15317,14,58.489999999999995,1,4,3,143
13676.0,15317,13,49.85,1,4,4,144
13677.0,15317,106,370.07,1,1,1,111
13679.0,15317,50,148.02,1,2,2,122
13680.0,15317,452,1316.03,1,1,1,111
13683.0,15317,10,17.3,1,4,4,144
13684.0,15317,79,191.63,1,2,2,122
13686.0,15317,26,41.13,1,3,4,134
13687.0,15317,45,6.8100000000000005,1,2,4,124
13688.0,15317,5,22.75,1,4,4,144
13689.0,15317,3,5.25,1,4,4,144
13691.0,15317,54,113.61,1,2,3,123
13692.0,15317,43,89.74,1,3,3,133
13693.0,15317,106,442.95,1,1,1,111
13694.0,15317,957,1648.43,1,1,1,111
13695.0,15317,6,7.4399999999999995,1,4,4,144
13696.0,15317,24,111.25999999999999,1,3,3,133
13698.0,15317,38,130.42000000000002,1,3,3,133
13699.0,15317,23,122.46,1,3,3,133
13700.0,15317,46,64.04,1,2,3,123
13701.0,15317,9,20.45,1,4,4,144
13702.0,15317,5,11.89,1,4,4,144
13703.0,15317,36,116.96,1,3,3,133
13705.0,15317,56,291.35,1,2,2,122
13706.0,15317,18,111.69,1,4,3,143
13707.0,15317,107,241.72,1,1,2,112
13709.0,15317,72,262.15,1,2,2,122
13710.0,15317,7,15.39,1,4,4,144
13711.0,15317,79,340.63,1,2,1,121
13712.0,15317,23,79.44,1,3,3,133
13713.0,15317,80,231.31,1,2,2,122
13714.0,15317,30,109.05,1,3,3,133
13715.0,15317,423,993.91,1,1,1,111
13717.0,15317,22,79.5,1,3,3,133
13719.0,15317,188,571.52,1,1,1,111
13721.0,15317,14,15.799999999999999,1,4,4,144
13722.0,15317,104,383.35,1,1,1,111
13723.0,15317,52,165.81,1,2,2,122
13724.0,15317,42,90.18,1,3,3,133
13727.0,15317,63,434.86,1,2,1,121
13728.0,15317,101,472.68,1,1,1,111
13729.0,15317,39,140.52,1,3,2,132
13733.0,15317,29,81.72,1,3,3,133
13734.0,15317,27,204.48000000000002,1,3,2,132
13735.0,15317,452,1406.04,1,1,1,111
13736.0,15317,364,965.25,1,1,1,111
13738.0,15317,89,234.45,1,2,2,122
13739.0,15317,3,10.05,1,4,4,144
13740.0,15317,71,279.15,1,2,2,122
13745.0,15317,31,33.81,1,3,4,134
13746.0,15317,9,31.17,1,4,4,144
13747.0,15317,5,23.45,1,4,4,144
13748.0,15317,31,74.47,1,3,3,133
13750.0,15317,51,184.28,1,2,2,122
13752.0,15317,19,96.2,1,3,3,133
13753.0,15317,45,87.92999999999999,1,2,3,123
13754.0,15317,9,30.849999999999998,1,4,4,144
13756.0,15317,203,591.08,1,1,1,111
13757.0,15317,8,27.77,1,4,4,144
13758.0,15317,192,655.35,1,1,1,111
13760.0,15317,62,208.37,1,2,2,122
13761.0,15317,52,142.43,1,2,2,122
13762.0,15317,28,33.35,1,3,4,134
13763.0,15317,35,84.56,1,3,3,133
13764.0,15317,163,383.42,1,1,1,111
13765.0,15317,17,67.681,1,4,3,143
13766.0,15317,17,35.26,1,4,4,144
13767.0,15317,427,1587.04,1,1,1,111
13768.0,15317,33,113.74000000000001,1,3,3,133
13769.0,15317,150,475.99,1,1,1,111
13770.0,15317,48,165.66,1,2,2,122
13771.0,15317,97,302.37,1,2,2,122
13772.0,15317,394,1232.9,1,1,1,111
13773.0,15317,19,50.120000000000005,1,3,4,134
13775.0,15317,63,196.88,1,2,2,122
13776.0,15317,2,623.98,1,4,1,141
13777.0,15317,194,434.88,1,1,1,111
13778.0,15317,35,139.98,1,3,2,132
13779.0,15317,27,108.75,1,3,3,133
13780.0,15317,41,103.31,1,3,3,133
13781.0,15317,40,141.34,1,3,2,132
13782.0,15317,125,505.05,1,1,1,111
13783.0,15317,10,5.59,1,4,4,144
13784.0,15317,12,53.78,1,4,4,144
13785.0,15317,30,168.92,1,3,2,132
13786.0,15317,116,302.05,1,1,2,112
13787.0,15317,55,176.67,1,2,2,122
13788.0,15317,1,3.75,1,4,4,144
13789.0,15317,18,18.64,1,4,4,144
13792.0,15317,10,47.449999999999996,1,4,4,144
13793.0,15317,7,13.55,1,4,4,144
13794.0,15317,9,32.99,1,4,4,144
13795.0,15317,29,52.96,1,3,4,134
13796.0,15317,22,50.55,1,3,4,134
13797.0,15317,78,288.8,1,2,2,122
13798.0,15317,373,919.23,1,1,1,111
13799.0,15317,67,191.98,1,2,2,122
13800.0,15317,40,110.84,1,3,3,133
13802.0,15317,388,1132.72,1,1,1,111
13803.0,15317,61,164.28,1,2,2,122
13804.0,15317,32,82.24,1,3,3,133
13807.0,15317,25,174.75,1,3,2,132
13809.0,15317,13,64.4,1,4,3,143
13813.0,15317,74,284.01,1,2,2,122
13814.0,15317,22,74.45,1,3,3,133
13815.0,15317,180,511.0,1,1,1,111
13818.0,15317,5,6.72,1,4,4,144
13819.0,15317,65,139.66,1,2,2,122
13820.0,15317,89,253.04,1,2,2,122
13821.0,15317,145,521.4,1,1,1,111
13823.0,15317,123,609.47,1,1,1,111
13824.0,15317,54,159.75,1,2,2,122
13825.0,15317,40,110.3,1,3,3,133
13829.0,15317,1,8.5,1,4,4,144
13830.0,15317,11,78.95,1,4,3,143
13831.0,15317,112,534.48,1,1,1,111
13832.0,15317,52,137.84,1,2,2,122
13833.0,15317,16,65.24,1,4,3,143
13834.0,15317,16,91.59,1,4,3,143
13835.0,15317,16,90.6,1,4,3,143
13836.0,15317,31,125.06,1,3,3,133
13838.0,15317,287,906.26,1,1,1,111
13839.0,15317,7,39.45,1,4,4,144
13840.0,15317,40,114.98,1,3,3,133
13842.0,15317,149,636.29,1,1,1,111
13843.0,15317,18,70.5,1,4,3,143
13846.0,15317,26,61.77,1,3,3,133
13847.0,15317,19,112.69,1,3,3,133
13848.0,15317,6,1.92,1,4,4,144
13849.0,15317,119,498.76,1,1,1,111
13851.0,15317,59,191.8,1,2,2,122
13852.0,15317,11,41.15,1,4,4,144
13854.0,15317,71,283.04,1,2,2,122
13855.0,15317,73,229.99,1,2,2,122
13856.0,15317,40,178.53,1,3,2,132
13857.0,15317,128,274.89,1,1,2,112
13859.0,15317,8,75.9,1,4,3,143
13861.0,15317,21,58.19,1,3,3,133
13862.0,15317,21,42.57,1,3,4,134
13863.0,15317,50,255.34,1,2,2,122
13864.0,15317,1,3.45,1,4,4,144
13869.0,15317,534,1612.77,1,1,1,111
13870.0,15317,126,199.67,1,1,2,112
13871.0,15317,66,220.44,1,2,2,122
13872.0,15317,57,241.49,1,2,2,122
13873.0,15317,37,170.31,1,3,2,132
13874.0,15317,51,161.23,1,2,2,122
13875.0,15317,166,700.63,1,1,1,111
13877.0,15317,20,52.68,1,3,4,134
13878.0,15317,67,293.04,1,2,2,122
13879.0,15317,25,81.81,1,3,3,133
13880.0,15317,64,135.83,1,2,2,122
13881.0,15317,279,796.4399999999999,1,1,1,111
13883.0,15317,174,533.96,1,1,1,111
13884.0,15317,123,425.32,1,1,1,111
13888.0,15317,132,553.96,1,1,1,111
13889.0,15317,68,185.52,1,2,2,122
13890.0,15317,63,185.71,1,2,2,122
13891.0,15317,99,255.3,1,2,2,122
13892.0,15317,9,4.93,1,4,4,144
13895.0,15317,68,362.91,1,2,1,121
13896.0,15317,21,68.15,1,3,3,133
13897.0,15317,42,98.7,1,3,3,133
13898.0,15317,34,62.01,1,3,3,133
13900.0,15317,52,142.75,1,2,2,122
13901.0,15317,161,591.1,1,1,1,111
13902.0,15317,63,52.1,1,2,4,124
13903.0,15317,10,31.8,1,4,4,144
13905.0,15317,12,58.0,1,4,3,143
13906.0,15317,1,0.42,1,4,4,144
13907.0,15317,4,8.45,1,4,4,144
13909.0,15317,38,132.98,1,3,3,133
13911.0,15317,90,187.23,1,2,2,122
13912.0,15317,7,34.65,1,4,4,144
13913.0,15317,3,30.39,1,4,4,144
13915.0,15317,2,5.9,1,4,4,144
13916.0,15317,74,382.32,1,2,1,121
13919.0,15317,49,143.54,1,2,2,122
13920.0,15317,86,219.69,1,2,2,122
13921.0,15317,44,237.15,1,2,2,122
13922.0,15317,23,56.85,1,3,3,133
13927.0,15317,20,53.19,1,3,4,134
13929.0,15317,48,158.25,1,2,2,122
13931.0,15317,213,525.37,1,1,1,111
13935.0,15317,80,315.14,1,2,2,122
13936.0,15317,33,95.46,1,3,3,133
13937.0,15317,45,117.71,1,2,3,123
13939.0,15317,65,143.45,1,2,2,122
13941.0,15317,60,169.6,1,2,2,122
13942.0,15317,1,0.32,1,4,4,144
13943.0,15317,15,66.08,1,4,3,143
13944.0,15317,35,63.68,1,3,3,133
13945.0,15317,51,171.85,1,2,2,122
13946.0,15317,45,90.06,1,2,3,123
13948.0,15317,21,72.59,1,3,3,133
13952.0,15317,272,981.48,1,1,1,111
13953.0,15317,5,6.25,1,4,4,144
13955.0,15317,52,155.53,1,2,2,122
13957.0,15317,27,141.5,1,3,2,132
13958.0,15317,227,942.34,1,1,1,111
13959.0,15317,67,180.1,1,2,2,122
13961.0,15317,19,61.949999999999996,1,3,3,133
13962.0,15317,12,58.85,1,4,3,143
13963.0,15317,137,496.22,1,1,1,111
13964.0,15317,24,69.18,1,3,3,133
13965.0,15317,24,84.51,1,3,3,133
13966.0,15317,21,33.62,1,3,4,134
13967.0,15317,4,20.9,1,4,4,144
13968.0,15317,8,8.01,1,4,4,144
13969.0,15317,470,1116.08,1,1,1,111
13970.0,15317,13,42.33,1,4,4,144
13971.0,15317,106,272.26,1,1,2,112
13974.0,15317,15,54.14,1,4,4,144
13975.0,15317,408,745.91,1,1,1,111
13976.0,15317,46,225.12,1,2,2,122
13977.0,15317,13,32.66,1,4,4,144
13979.0,15317,339,912.98,1,1,1,111
13980.0,15317,52,188.75,1,2,2,122
13981.0,15317,22,74.7,1,3,3,133
13982.0,15317,137,315.9,1,1,2,112
13983.0,15317,233,534.31,1,1,1,111
13984.0,15317,77,149.68,1,2,2,122
13985.0,15317,131,359.46,1,1,1,111
13987.0,15317,46,88.33,1,2,3,123
13988.0,15317,61,179.18,1,2,2,122
13989.0,15317,45,50.47,1,2,4,124
13992.0,15317,6,15.6,1,4,4,144
13993.0,15317,140,600.15,1,1,1,111
13995.0,15317,144,359.38,1,1,1,111
13996.0,15317,33,119.25,1,3,3,133
13997.0,15317,44,199.54,1,2,2,122
13998.0,15317,31,148.85,1,3,2,132
13999.0,15317,258,727.47,1,1,1,111
14000.0,15317,34,71.27,1,3,3,133
14001.0,15317,73,238.3,1,2,2,122
14003.0,15317,16,47.15,1,4,4,144
14004.0,15317,70,261.46999999999997,1,2,2,122
14006.0,15317,47,72.38,1,2,3,123
14007.0,15317,5,31.79,1,4,4,144
14008.0,15317,32,68.16,1,3,3,133
14009.0,15317,32,50.94,1,3,4,134
14010.0,15317,24,69.95,1,3,3,133
14011.0,15317,32,41.06,1,3,4,134
14013.0,15317,34,137.75,1,3,2,132
14014.0,15317,37,137.03,1,3,2,132
14016.0,15317,287,936.1,1,1,1,111
14017.0,15317,14,65.15,1,4,3,143
14018.0,15317,13,34.17,1,4,4,144
14020.0,15317,33,155.63,1,3,2,132
14021.0,15317,68,245.1,1,2,2,122
14022.0,15317,19,47.52,1,3,4,134
14024.0,15317,18,102.69,1,4,3,143
14025.0,15317,99,411.41,1,2,1,121
14026.0,15317,50,119.68,1,2,3,123
14028.0,15317,9,13.049999999999999,1,4,4,144
14030.0,15317,609,2387.45,1,1,1,111
14031.0,15317,528,2335.79,1,1,1,111
14032.0,15317,101,188.14000000000001,1,1,2,112
14033.0,15317,1,0.19,1,4,4,144
14035.0,15317,79,229.2,1,2,2,122
14037.0,15317,86,166.86,1,2,2,122
14038.0,15317,69,196.71,1,2,2,122
14039.0,15317,4,17.25,1,4,4,144
14040.0,15317,552,2077.62,1,1,1,111
14042.0,15317,21,78.54,1,3,3,133
14043.0,15317,41,108.77,1,3,3,133
14044.0,15317,620,1552.28,1,1,1,111
14045.0,15317,32,108.01,1,3,3,133
14047.0,15317,132,522.52,1,1,1,111
14048.0,15317,56,178.56,1,2,2,122
14049.0,15317,583,1880.65,1,1,1,111
14051.0,15317,122,468.3,1,1,1,111
14052.0,15317,65,211.35,1,2,2,122
14053.0,15317,5,6.67,1,4,4,144
14055.0,15317,23,95.17,1,3,3,133
14057.0,15317,164,355.81,1,1,1,111
14058.0,15317,24,86.28,1,3,3,133
14060.0,15317,68,121.17,1,2,3,123
14061.0,15317,19,164.44,1,3,2,132
14062.0,15317,229,687.6800000000001,1,1,1,111
14063.0,15317,40,13443.55,1,3,1,131
14064.0,15317,159,232.72,1,1,2,112
14065.0,15317,49,180.09,1,2,2,122
14068.0,15317,84,393.81,1,2,1,121
14069.0,15317,41,171.72,1,3,2,132
14070.0,15317,41,195.3,1,3,2,132
14072.0,15317,19,122.1,1,3,3,133
14074.0,15317,6,5.9,1,4,4,144
14075.0,15317,38,106.42999999999999,1,3,3,133
14077.0,15317,14,33.8,1,4,4,144
14078.0,15317,96,273.45,1,2,2,122
14079.0,15317,1,243.63,1,4,2,142
14080.0,15317,79,659.69,1,2,1,121
14081.0,15317,763,2047.8700000000001,1,1,1,111
14082.0,15317,36,73.59,1,3,3,133
14083.0,15317,70,206.25,1,2,2,122
14084.0,15317,7,6.22,1,4,4,144
14085.0,15317,609,1799.45,1,1,1,111
14086.0,15317,1,39.95,1,4,4,144
14087.0,15317,145,322.26,1,1,1,111
14088.0,15317,93,594.87,1,2,1,121
14091.0,15317,13,40.84,1,4,4,144
14092.0,15317,159,543.7,1,1,1,111
14094.0,15317,43,118.44,1,3,3,133
14095.0,15317,1,2.95,1,4,4,144
14097.0,15317,40,87.0,1,3,3,133
14099.0,15317,271,675.86,1,1,1,111
14101.0,15317,55,84.62,1,2,3,123
14104.0,15317,114,264.83,1,1,2,112
14105.0,15317,205,560.14,1,1,1,111
14106.0,15317,1,8.95,1,4,4,144
14107.0,15317,113,321.64,1,1,1,111
14108.0,15317,18,41.2,1,4,4,144
14110.0,15317,244,716.1800000000001,1,1,1,111
14112.0,15317,166,385.11,1,1,1,111
14113.0,15317,88,241.62,1,2,2,122
14114.0,15317,59,183.48,1,2,2,122
14115.0,15317,22,48.230000000000004,1,3,4,134
14118.0,15317,15,78.3,1,4,3,143
14119.0,15317,11,36.25,1,4,4,144
